# 51842 of 51842
# Minimum x: 0
# Minimum y: 0
# Minimum z: 0
# Maximum x: 141.0981
# Maximum y: 176.00237
# Maximum z: 130.5685
# <local id> <pos x> <pos y> <pos z> <type>
# Number of local subdomains: 1
# Local subdomain 0 boundaries (0, 0, 0) - (141.0981, 176.00237, 130.5685)
# ID, Position (x y z), type 
666 72.065040 132.999300 52.435040 ex
667 72.554590 133.466380 50.145980 ex
668 77.271220 104.544640 107.903960 ex
669 79.817820 109.035890 86.439860 ex
670 90.281920 109.636970 106.558480 ex
671 77.016930 112.555990 107.699620 ex
672 75.554320 111.775410 106.865080 ex
673 76.569970 112.243140 103.319830 ex
674 81.455960 110.130220 85.673720 ex
675 89.837130 111.125660 106.510500 ex
676 77.298160 113.338680 107.370550 ex
677 74.207170 120.057740 99.164770 ex
678 94.864690 121.251670 95.331370 ex
679 94.940130 124.570090 98.860260 ex
680 94.600480 123.616850 97.389550 ex
681 93.312900 124.315190 95.759890 ex
682 92.123210 126.464260 96.404210 ex
683 93.834560 126.557340 98.829050 ex
684 92.648970 127.104520 97.890380 ex
685 72.253500 124.881080 94.716380 ex
686 71.325360 124.123280 93.586670 ex
687 69.557670 110.009980 93.319150 ex
688 68.349520 111.214100 93.644460 ex
689 69.838750 114.742720 87.541940 ex
690 69.619630 108.977760 93.997040 ex
691 70.627610 110.060450 92.206110 ex
692 66.811210 111.196620 93.902860 ex
693 68.701920 112.321090 92.647610 ex
694 68.509870 114.948240 90.296190 ex
695 67.246990 114.506180 91.336200 ex
696 64.998290 114.941930 90.987110 ex
697 64.767180 115.839680 89.831910 ex
698 68.152850 116.252910 89.030990 ex
699 69.713520 116.477190 87.002140 ex
700 66.333580 115.276580 91.394600 ex
701 67.240900 116.394960 90.116310 ex
702 66.054260 112.502470 93.092700 ex
703 70.308980 109.722810 89.330240 ex
704 70.119490 109.235460 87.548850 ex
705 70.788280 111.082560 89.919340 ex
706 70.422570 108.390100 89.663030 ex
707 69.979280 110.111840 86.680650 ex
708 70.063090 108.094160 86.841810 ex
709 64.495470 112.569310 92.425700 ex
710 62.138380 111.195890 91.766520 ex
711 69.441890 109.929900 85.128020 ex
712 69.554380 107.652810 85.422440 ex
713 70.670060 111.387900 91.388050 ex
714 70.361380 111.992130 88.725240 ex
715 67.411840 113.223280 92.439700 ex
716 69.741870 111.508660 87.267950 ex
717 63.604350 113.725870 91.423600 ex
718 75.730950 77.639640 61.018600 ex
719 69.455030 111.368810 84.563770 ex
720 68.417800 110.973410 82.422100 ex
721 68.701320 109.602750 79.845740 ex
722 68.658850 112.110960 81.194350 ex
723 69.016390 111.756980 83.435100 ex
724 69.952570 112.444440 91.505360 ex
725 69.925460 113.788770 90.256310 ex
726 69.984110 112.412580 85.880220 ex
727 70.216060 113.641820 88.946030 ex
728 62.032020 112.794520 90.948170 ex
729 62.013720 113.053300 91.148430 ex
730 45.831610 112.875570 103.495370 ex
731 47.081340 112.333750 102.348360 ex
732 45.468600 115.038710 102.405190 ex
733 43.282520 116.521470 99.741330 ex
734 34.501720 116.126750 76.432470 ex
735 34.303870 118.163960 76.293910 ex
736 47.150350 111.757020 102.848430 ex
737 68.631000 113.072030 81.083700 ex
738 68.647970 111.231200 79.179770 ex
739 69.514930 109.893010 67.232700 ex
740 69.437110 111.041290 68.716940 ex
741 69.297390 120.163110 66.285850 ex
742 69.324240 122.215560 63.699980 ex
743 68.533180 124.903730 64.881600 ex
744 68.011740 127.684680 66.604440 ex
745 67.621390 131.005160 66.827660 ex
746 68.773380 93.576710 61.777920 ex
747 68.748790 94.667110 62.590620 ex
748 69.361650 108.481110 67.119750 ex
749 69.736110 110.696750 65.980440 ex
750 67.888490 130.225120 64.118280 ex
751 70.238680 120.129660 67.699890 ex
752 79.600880 110.295410 88.027150 ex
753 70.226320 113.996850 85.933410 ex
754 69.169440 113.020460 82.476350 ex
755 68.747910 114.279520 79.857930 ex
756 68.524910 112.881590 78.391440 ex
757 68.940780 115.043230 80.262640 ex
758 68.331050 111.998790 76.587090 ex
759 69.168240 111.397810 70.365480 ex
760 69.077930 113.209290 71.020800 ex
761 69.906670 118.840530 65.078460 ex
762 70.036460 119.223490 63.682870 ex
763 69.029210 119.775900 67.919880 ex
764 69.695220 120.976480 62.985340 ex
765 69.041840 110.339660 70.995690 ex
766 70.420150 119.293560 74.635380 ex
767 70.964610 118.622520 72.989550 ex
768 69.822840 119.739890 64.858350 ex
769 70.962210 121.119660 71.302730 ex
770 71.201750 122.003730 69.666120 ex
771 69.566020 121.657500 64.010850 ex
772 70.474310 118.487460 62.294950 ex
773 68.770750 94.183530 60.252740 ex
774 68.638050 96.319860 61.146560 ex
775 68.632220 95.759930 59.646890 ex
776 68.596960 96.159060 57.642090 ex
777 68.651640 95.153150 53.711910 ex
778 68.155940 99.421840 58.461390 ex
779 68.378790 102.390220 59.680890 ex
780 71.002170 112.055320 59.865820 ex
781 69.585470 94.051090 73.742190 ex
782 67.291210 132.672460 62.237020 ex
783 70.715130 95.858550 62.299730 ex
784 70.246200 118.262000 63.772090 ex
785 70.336640 118.945930 62.388150 ex
786 69.151300 94.326480 55.107390 ex
787 69.507680 95.979020 55.051980 ex
788 69.803750 97.322660 56.172850 ex
789 64.778580 113.126190 92.789350 ex
790 70.631770 107.707270 93.599390 ex
791 71.144370 106.857080 92.391200 ex
792 70.897190 106.893320 91.052920 ex
793 69.439140 106.552720 103.282200 ex
794 68.160880 106.559730 100.657830 ex
795 69.200350 109.288220 101.558440 ex
796 70.326570 109.496500 99.887540 ex
797 69.696930 109.401460 98.289780 ex
798 70.356910 110.212920 97.018710 ex
799 67.417940 108.309300 99.567470 ex
800 68.046250 108.856400 98.195990 ex
801 69.332040 110.960450 95.587080 ex
802 68.005670 110.538810 95.443660 ex
803 66.708650 112.816570 93.422370 ex
804 67.451990 113.896850 92.708350 ex
805 64.081000 114.299060 92.275460 ex
806 64.892660 115.369290 91.595860 ex
807 67.008510 111.313890 94.466100 ex
808 70.859410 108.422520 91.070190 ex
809 69.786640 110.282170 103.325080 ex
810 71.378720 110.770270 100.434640 ex
811 71.289750 111.454740 97.326120 ex
812 71.681930 111.917040 99.144290 ex
813 67.379830 109.246240 96.781500 ex
814 70.113690 112.245360 94.776670 ex
815 71.088760 112.679530 95.945480 ex
816 69.212620 113.650580 93.354270 ex
817 69.837770 119.184310 88.561880 ex
818 78.959130 104.451110 108.877460 ex
819 70.458220 115.480140 84.600320 ex
820 68.602550 108.129830 77.970630 ex
821 61.333370 109.677810 104.840510 ex
822 69.662450 114.176310 82.063980 ex
823 68.580250 112.953190 75.213820 ex
824 68.856880 115.623190 76.125080 ex
825 68.770240 110.784940 72.828540 ex
826 70.137630 116.590480 69.443670 ex
827 77.290360 107.264620 87.816620 ex
828 65.003140 110.608470 94.078270 ex
829 64.177350 109.249000 95.063260 ex
830 63.709900 111.697130 92.996450 ex
831 63.117170 116.001640 89.346170 ex
832 66.658770 116.708820 88.915800 ex
833 69.054260 117.409940 89.896130 ex
834 61.523000 115.917220 89.792520 ex
835 63.379470 117.040460 88.031190 ex
836 61.785300 116.954950 88.477550 ex
837 41.715560 115.107080 96.455430 ex
838 63.599900 90.296280 31.851510 ex
839 26.504210 66.976470 24.107710 ex
840 20.651870 75.858970 22.317130 ex
841 18.242510 76.008670 19.683540 ex
842 42.581860 81.060460 21.154490 ex
843 61.524040 93.121320 92.178610 ex
844 64.552850 108.116900 103.674600 ex
845 62.670090 108.476770 104.544440 ex
846 48.566710 107.482930 104.312400 ex
847 61.514100 109.928630 106.586900 ex
848 43.395090 118.448980 92.193800 ex
849 61.702580 116.074540 90.047890 ex
850 63.096290 120.884530 82.210520 ex
851 62.397570 124.557630 78.994870 ex
852 94.219520 85.943210 18.126460 ex
853 70.270270 115.439380 83.007210 ex
854 70.082430 117.172970 85.213200 ex
855 70.573060 115.738860 73.148460 ex
856 90.917840 107.779790 103.526710 ex
857 70.203810 117.441630 81.900050 ex
858 69.114580 116.388650 79.933380 ex
859 69.027630 115.292140 73.553000 ex
860 69.004580 117.412380 78.636690 ex
861 70.468860 106.982140 84.582940 ex
862 75.804370 114.848730 88.696430 ex
863 72.796250 115.705160 87.550330 ex
864 70.591150 115.869880 75.034820 ex
865 70.546920 118.607430 77.266610 ex
866 70.344030 118.057540 75.822200 ex
867 70.761890 117.542750 70.719690 ex
868 68.910750 116.925290 73.295370 ex
869 69.396230 113.986690 69.599400 ex
870 71.101690 119.055790 70.324600 ex
871 70.656560 124.108710 71.279290 ex
872 69.869600 113.732220 67.067850 ex
873 68.719430 105.382060 56.223650 ex
874 67.670920 89.345380 65.160920 ex
875 67.636540 90.974630 65.894170 ex
876 68.790080 93.832110 67.491300 ex
877 69.444850 95.193200 72.241920 ex
878 68.720720 94.780530 65.691790 ex
879 68.906750 96.613270 66.348250 ex
880 69.065850 105.985670 68.001970 ex
881 71.824200 113.885090 85.948740 ex
882 71.607470 113.452450 84.887790 ex
883 69.894290 88.143630 52.835790 ex
884 70.164220 99.122350 55.607840 ex
885 70.293690 100.519980 56.655840 ex
886 70.230650 102.180560 56.479650 ex
887 70.346610 103.141660 55.247480 ex
888 70.639610 102.467350 53.527330 ex
889 71.207180 106.147720 53.725020 ex
890 69.599670 93.311400 69.156580 ex
891 69.940630 94.542910 73.418500 ex
892 69.912140 112.748120 66.171670 ex
893 69.887470 116.183620 66.792880 ex
894 69.030650 103.054470 68.205830 ex
895 69.132790 107.451480 68.656880 ex
896 70.303550 93.020140 74.197010 ex
897 70.374520 114.110910 64.670350 ex
898 68.786270 100.685320 63.694160 ex
899 68.489430 100.688710 61.907170 ex
900 68.952420 101.918190 64.542740 ex
901 69.012100 103.269400 63.885570 ex
902 70.035550 109.148820 61.198980 ex
903 67.966980 87.523790 65.745390 ex
904 69.574890 87.336700 70.415700 ex
905 68.192580 87.584840 67.475030 ex
906 68.819150 92.137340 62.152090 ex
907 68.641130 93.865590 64.193950 ex
908 69.038750 99.569620 68.944360 ex
909 68.957050 99.085450 66.294240 ex
910 69.026830 101.950230 69.722710 ex
911 69.010970 104.646760 68.741120 ex
912 69.756890 96.587670 65.950120 ex
913 71.242350 89.702300 75.275030 ex
914 70.877220 94.680750 63.715300 ex
915 70.388620 94.840930 65.512030 ex
916 69.339100 96.297590 67.860640 ex
917 70.548150 115.998230 64.242900 ex
918 68.760770 92.830950 59.819480 ex
919 70.471160 113.166680 63.821760 ex
920 70.987480 116.547160 82.163290 ex
921 18.597890 78.693140 17.049290 ex
922 66.704220 107.974110 105.661610 ex
923 66.967820 109.584210 105.496340 ex
924 65.115780 109.381960 104.278370 ex
925 62.120070 111.454670 91.966790 ex
926 62.905960 114.468730 91.664200 ex
927 50.230650 123.810890 94.857370 ex
928 68.973070 117.030900 87.594730 ex
929 65.983770 117.352540 87.733220 ex
930 68.270440 118.198690 86.545750 ex
931 71.562290 111.284320 102.129120 ex
932 94.419540 104.994190 102.357710 ex
933 93.440770 106.063700 103.522580 ex
934 91.343050 105.986390 99.842860 ex
935 91.697120 106.723400 102.750950 ex
936 91.684830 106.064190 100.781510 ex
937 79.776560 103.125180 105.671260 ex
938 77.641820 110.276700 96.400370 ex
939 81.726510 110.062130 85.963610 ex
940 39.531920 104.217520 99.723180 ex
941 40.020330 104.041610 97.870650 ex
942 38.299710 105.400930 99.812960 ex
943 39.186730 104.964380 97.156260 ex
944 46.771260 109.658930 102.243390 ex
945 41.019820 114.855070 97.090500 ex
946 47.415210 115.644060 101.402930 ex
947 39.826170 103.017850 99.198530 ex
948 38.311330 104.531190 98.805580 ex
949 39.748960 103.971320 97.373010 ex
950 40.109170 104.303540 94.233950 ex
951 40.442260 103.633320 95.444150 ex
952 39.295560 104.890190 95.080340 ex
953 42.897640 135.297900 80.133710 ex
954 47.094300 109.757680 101.468430 ex
955 59.307840 121.913880 107.339580 ex
956 61.234610 120.726240 105.541290 ex
957 50.481960 123.866790 96.230160 ex
958 20.651620 120.222910 27.851120 ex
959 66.775330 118.064420 86.799430 ex
960 68.552110 119.191970 85.243550 ex
961 65.594330 118.500060 85.807250 ex
962 69.623500 118.719940 84.502460 ex
963 77.688630 108.864770 87.944300 ex
964 71.295650 109.570500 85.489150 ex
965 77.992210 111.438840 88.744710 ex
966 69.580690 111.492370 71.205530 ex
967 69.668430 112.126030 69.782830 ex
968 78.369290 113.581330 87.908780 ex
969 77.043430 113.634520 88.885090 ex
970 71.285120 116.079110 83.746210 ex
971 70.870390 117.254410 72.291140 ex
972 78.592350 106.925010 86.755840 ex
973 69.769760 117.522800 80.628680 ex
974 70.211730 119.351230 82.113040 ex
975 73.187750 109.360230 89.816180 ex
976 71.965320 109.151580 87.950290 ex
977 76.922360 112.326560 89.525530 ex
978 74.454720 112.263830 90.022880 ex
979 70.431450 123.458880 72.863100 ex
980 70.510840 125.175560 70.788650 ex
981 73.772140 92.391550 103.289030 ex
982 74.311040 100.291530 104.045000 ex
983 76.857260 102.190350 105.171930 ex
984 73.862800 100.673960 102.916280 ex
985 75.714450 111.950070 99.925490 ex
986 74.481510 111.801670 96.003430 ex
987 74.539430 113.246540 91.692910 ex
988 75.852120 113.652210 104.680220 ex
989 74.653840 114.448520 104.205500 ex
990 78.813630 113.549010 89.431210 ex
991 76.464770 114.152930 89.652710 ex
992 74.949700 114.229660 90.328780 ex
993 72.550340 115.858580 91.968870 ex
994 75.286160 115.799040 89.759910 ex
995 74.640830 116.701860 89.959670 ex
996 73.306040 116.527420 90.966260 ex
997 74.182240 118.600260 88.476770 ex
998 69.659770 118.547620 79.331990 ex
999 71.988770 110.857290 87.852350 ex
1000 73.294910 111.294670 89.829400 ex
1001 72.741650 116.756160 86.755270 ex
1002 76.721540 102.497030 104.383060 ex
1003 73.772260 104.959280 104.110800 ex
1004 73.026890 107.645320 105.134890 ex
1005 73.255260 110.035230 104.121920 ex
1006 75.140540 111.582640 102.263100 ex
1007 71.995020 116.837040 93.122030 ex
1008 69.273800 119.176890 75.590370 ex
1009 69.416160 115.473980 69.372910 ex
1010 68.621970 123.074760 66.251730 ex
1011 67.305910 119.859650 84.273380 ex
1012 69.661540 119.751350 83.114640 ex
1013 77.378650 109.824390 88.806760 ex
1014 63.235720 118.592820 85.123140 ex
1015 64.156840 118.166490 86.046590 ex
1016 64.141340 119.374550 83.968080 ex
1017 63.590280 118.837100 84.987600 ex
1018 68.575430 121.321290 82.584290 ex
1019 70.042460 120.696280 80.215060 ex
1020 69.510780 120.181020 74.844210 ex
1021 68.915260 117.821890 70.043590 ex
1022 68.837480 121.218480 70.877430 ex
1023 70.320190 120.977710 74.716720 ex
1024 70.550910 121.752800 72.910450 ex
1025 77.042140 115.559380 88.972900 ex
1026 69.924540 119.811510 78.706500 ex
1027 74.157270 111.201530 103.976590 ex
1028 68.981000 116.330910 70.535550 ex
1029 69.653580 116.768910 67.859390 ex
1030 67.291300 120.957580 83.003070 ex
1031 65.843340 119.302030 84.584520 ex
1032 74.459190 114.252750 89.288120 ex
1033 73.980980 109.283210 93.063040 ex
1034 68.843500 122.496820 81.018650 ex
1035 66.082340 122.438370 81.272400 ex
1036 67.715950 123.213840 80.485200 ex
1037 63.102720 122.338360 80.775380 ex
1038 69.056210 121.784070 65.604790 ex
1039 68.507600 123.842230 69.348290 ex
1040 64.132690 122.635100 80.917980 ex
1041 67.627000 126.538330 70.361040 ex
1042 67.467480 128.341360 69.339630 ex
1043 70.399270 124.275230 74.395480 ex
1044 70.103630 117.087270 65.469140 ex
1045 68.776430 109.206860 73.135650 ex
1046 69.318950 118.282980 68.378840 ex
1047 70.789040 117.015470 62.464750 ex
1048 65.925770 121.357630 82.224630 ex
1049 69.760340 122.273020 79.651010 ex
1050 69.722880 122.084680 76.135880 ex
1051 69.082000 119.420420 72.058380 ex
1052 69.629070 120.921210 86.338430 ex
1053 68.965540 121.496000 84.736100 ex
1054 71.337100 119.901680 83.163190 ex
1055 70.895880 120.296980 80.048510 ex
1056 71.264830 120.962790 81.792310 ex
1057 70.677000 120.354590 78.222630 ex
1058 70.699560 121.639570 77.855180 ex
1059 71.579850 122.763410 86.530070 ex
1060 69.797670 108.464290 73.952180 ex
1061 69.487110 109.985730 71.679300 ex
1062 69.702200 123.262970 77.988830 ex
1063 68.818130 91.523420 60.903020 ex
1064 69.076830 104.211620 65.285490 ex
1065 69.730290 108.480320 64.028630 ex
1066 68.537130 91.279640 63.521800 ex
1067 69.381560 107.391750 72.286500 ex
1068 71.843210 136.295160 58.898130 ex
1069 68.684080 104.068130 58.904210 ex
1070 68.861970 90.020970 60.757490 ex
1071 69.746640 111.056190 68.132630 ex
1072 70.989560 112.468500 61.447910 ex
1073 71.228890 132.480200 59.499400 ex
1074 74.164570 140.473210 57.796320 ex
1075 70.855730 127.805430 84.566010 ex
1076 77.866190 131.793830 73.973430 ex
1077 67.955610 137.521700 51.849110 ex
1078 62.434440 146.914190 57.190150 ex
1079 63.840880 116.232910 90.690640 ex
1080 66.284130 117.284250 88.778090 ex
1081 63.594130 117.580940 87.944880 ex
1082 73.795450 101.792840 102.931840 ex
1083 75.087260 102.638580 103.887400 ex
1084 73.724970 114.858980 102.670380 ex
1085 79.579140 123.903830 98.711650 ex
1086 69.176220 123.869770 62.474690 ex
1087 65.074860 123.263500 80.409420 ex
1088 67.644630 124.365780 79.424800 ex
1089 69.294070 121.324060 73.348920 ex
1090 69.545620 122.956360 76.729540 ex
1091 69.227520 106.281700 66.011500 ex
1092 63.754570 123.259850 80.224660 ex
1093 62.878160 124.154360 79.382750 ex
1094 63.145930 123.203170 80.258020 ex
1095 69.589290 125.013100 94.168030 ex
1096 69.064390 124.387030 75.336520 ex
1097 68.803340 99.489470 64.575530 ex
1098 69.427510 107.632450 65.395180 ex
1099 68.383690 91.916620 64.750970 ex
1100 69.226070 94.464890 70.640520 ex
1101 68.884580 97.625230 65.561530 ex
1102 69.119610 102.977650 78.236980 ex
1103 68.952320 107.616870 71.567590 ex
1104 69.294530 97.714310 68.475400 ex
1105 69.489260 102.110430 70.325190 ex
1106 69.639090 105.253890 67.417800 ex
1107 70.561380 92.895880 66.465510 ex
1108 69.654860 94.296500 71.893110 ex
1109 69.386720 95.441460 70.992140 ex
1110 69.331760 94.920050 69.227830 ex
1111 69.860780 96.279130 73.995410 ex
1112 66.370130 119.041880 85.978060 ex
1113 67.387450 118.440960 87.353740 ex
1114 64.535910 118.436940 86.196130 ex
1115 67.447010 120.500640 84.378580 ex
1116 65.881020 124.624340 79.520010 ex
1117 68.680210 125.244980 78.739000 ex
1118 65.448960 125.834280 78.902330 ex
1119 68.785130 123.409740 72.270240 ex
1120 68.376290 126.148520 76.153680 ex
1121 66.797510 129.403060 71.766570 ex
1122 66.763170 130.101840 70.994740 ex
1123 70.382730 121.999760 89.810440 ex
1124 70.587200 123.311430 90.708310 ex
1125 70.289320 122.222260 86.967650 ex
1126 70.744510 121.647540 67.899840 ex
1127 69.214920 105.486920 64.871770 ex
1128 69.306180 86.085340 68.800560 ex
1129 68.772010 102.199900 75.627650 ex
1130 68.843110 103.315010 74.174380 ex
1131 69.417200 99.590690 68.066600 ex
1132 70.854110 102.738900 76.203910 ex
1133 70.413460 119.019200 68.975010 ex
1134 69.626840 98.859480 85.252660 ex
1135 69.720200 100.473800 83.226110 ex
1136 69.223100 101.730970 84.252290 ex
1137 68.316970 101.552750 78.662620 ex
1138 68.922850 102.029490 79.713170 ex
1139 70.320220 100.184170 84.363580 ex
1140 70.189780 100.691010 82.259220 ex
1141 68.789890 89.254630 59.358930 ex
1142 69.775570 122.648900 58.519060 ex
1143 69.460300 124.796970 78.074160 ex
1144 67.835500 126.699870 78.296870 ex
1145 68.615680 126.250770 77.632040 ex
1146 68.266030 125.532890 71.025720 ex
1147 68.550140 89.879770 57.026890 ex
1148 68.015350 83.152960 63.233510 ex
1149 68.979630 85.355660 59.942580 ex
1150 68.981740 86.884890 60.293960 ex
1151 68.910260 87.588230 59.055770 ex
1152 69.314270 125.811100 59.476760 ex
1153 68.961650 88.219730 57.752740 ex
1154 74.517670 80.405480 64.755450 ex
1155 71.064670 86.698540 61.749240 ex
1156 70.230250 87.321460 60.643790 ex
1157 63.279650 120.952740 82.261340 ex
1158 70.335770 124.848070 88.671300 ex
1159 65.845750 123.299840 80.759420 ex
1160 70.476630 123.579890 89.049070 ex
1161 70.932650 124.740930 91.808480 ex
1162 70.778790 126.066830 91.112650 ex
1163 61.800240 152.167920 49.454430 ex
1164 66.694990 135.586890 62.551980 ex
1165 51.110340 166.657810 42.154800 ex
1166 54.686470 168.950750 44.445230 ex
1167 69.826680 124.760240 91.387760 ex
1168 69.047560 126.106220 95.769090 ex
1169 70.023790 125.921280 89.621070 ex
1170 55.896770 140.994110 92.885240 ex
1171 68.746680 148.458810 56.866300 ex
1172 68.515930 148.083560 55.797640 ex
1173 70.107680 149.974770 56.738680 ex
1174 71.534370 127.330460 92.291450 ex
1175 67.972300 127.996020 75.555770 ex
1176 76.924080 139.174030 66.306740 ex
1177 71.859070 135.910730 74.664140 ex
1178 67.740500 127.051690 72.740940 ex
1179 68.819400 125.267230 63.008580 ex
1180 68.128460 108.847770 54.406910 ex
1181 69.585440 97.693360 86.421420 ex
1182 70.304850 97.485010 81.851740 ex
1183 69.930850 98.961500 83.504250 ex
1184 69.980730 98.853000 78.321210 ex
1185 70.068140 100.842340 81.760700 ex
1186 70.240540 100.509950 80.415360 ex
1187 69.445640 99.628680 77.485030 ex
1188 68.929060 100.516790 78.571350 ex
1189 68.564950 127.267060 62.021810 ex
1190 70.705560 117.533070 78.745310 ex
1191 71.505080 101.158180 100.532760 ex
1192 64.205210 125.740440 78.886490 ex
1193 66.367860 127.030600 78.364990 ex
1194 66.258860 127.139710 78.398460 ex
1195 70.686990 135.646480 76.439670 ex
1196 70.415700 136.703780 74.903760 ex
1197 70.285710 136.289070 73.486380 ex
1198 71.003350 135.907440 76.953690 ex
1199 70.761600 139.481120 76.270200 ex
1200 71.261490 138.466700 74.614330 ex
1201 70.930680 141.574670 75.852890 ex
1202 70.656900 140.650050 73.866680 ex
