# 51842 of 51842
# Minimum x: 0
# Minimum y: 0
# Minimum z: 0
# Maximum x: 141.0981
# Maximum y: 176.00237
# Maximum z: 130.5685
# <local id> <pos x> <pos y> <pos z> <type>
# Number of local subdomains: 1
# Local subdomain 0 boundaries (0, 0, 0) - (141.0981, 176.00237, 130.5685)
# ID, Position (x y z), type 
21160 53.759060 43.099100 67.940420 ex
21161 52.734210 43.831390 67.740080 ex
21162 68.351180 39.585120 108.951050 ex
21163 68.205930 37.168370 109.899520 ex
21164 72.392650 39.407210 100.904100 ex
21165 71.081790 41.027150 104.066390 ex
21166 68.825270 41.639690 105.425240 ex
21167 67.634070 41.554720 106.300840 ex
21168 68.761160 43.029690 104.275920 ex
21169 72.270900 39.339960 98.612140 ex
21170 71.910490 41.741770 100.787610 ex
21171 72.072280 37.575830 97.113790 ex
21172 72.582870 37.088690 95.874580 ex
21173 72.273590 38.922110 96.964990 ex
21174 64.602420 37.248330 92.155790 ex
21175 72.384870 38.561900 92.605970 ex
21176 72.483960 40.310150 93.346570 ex
21177 71.742390 40.137010 89.495290 ex
21178 60.969210 38.526020 86.391750 ex
21179 59.064690 39.980410 85.866200 ex
21180 71.964270 40.169800 86.604280 ex
21181 72.028980 39.876540 83.236960 ex
21182 56.712260 39.814680 82.821170 ex
21183 68.909780 39.189720 80.619250 ex
21184 71.131920 40.200590 81.853470 ex
21185 67.352870 40.940780 80.559390 ex
21186 68.871350 38.908810 80.328490 ex
21187 57.213730 38.139620 82.121420 ex
21188 55.787270 36.860430 78.590520 ex
21189 55.495890 36.950750 76.986900 ex
21190 54.600950 38.334410 77.181130 ex
21191 56.642380 37.576040 74.218170 ex
21192 71.757040 38.317070 76.865060 ex
21193 70.415120 38.828200 79.576080 ex
21194 66.835210 37.919000 71.641950 ex
21195 63.459610 39.393820 71.170180 ex
21196 71.487980 37.729230 74.467280 ex
21197 70.199900 37.924620 72.260990 ex
21198 70.335750 42.504550 103.479680 ex
21199 70.891640 43.132990 101.872900 ex
21200 67.625890 43.840820 103.139300 ex
21201 65.288000 42.523450 103.863330 ex
21202 65.971630 43.540970 103.110780 ex
21203 65.711500 42.479050 104.342530 ex
21204 64.830770 42.548200 103.613730 ex
21205 64.613020 43.955730 101.724050 ex
21206 72.651610 41.003910 98.321450 ex
21207 72.782500 40.226830 96.023740 ex
21208 71.730120 40.747580 87.935540 ex
21209 71.830080 41.894870 90.609730 ex
21210 71.892260 42.814180 88.172770 ex
21211 72.235850 41.688760 85.478620 ex
21212 64.670700 37.734450 90.533110 ex
21213 63.891150 38.363770 88.223240 ex
21214 56.837840 40.442490 83.295780 ex
21215 57.883800 39.554190 84.362160 ex
21216 72.147700 41.395630 84.098200 ex
21217 70.847180 42.268770 82.148830 ex
21218 58.161010 38.490720 83.712810 ex
21219 59.802380 38.504900 85.586580 ex
21220 67.330990 42.163380 80.842950 ex
21221 66.754990 41.558690 80.545730 ex
21222 56.134850 39.319680 81.298960 ex
21223 54.892330 38.244090 78.784750 ex
21224 55.122300 39.119490 79.741220 ex
21225 68.206100 41.011010 80.525810 ex
21226 71.933850 40.114510 76.771380 ex
21227 70.705070 40.669210 79.373900 ex
21228 55.604380 38.920950 74.400090 ex
21229 71.833740 39.717710 75.148030 ex
21230 68.731430 38.179620 71.169190 ex
21231 65.553350 38.894270 70.757890 ex
21232 69.160580 39.333140 69.690650 ex
21233 71.415290 39.613350 72.514640 ex
21234 68.714460 39.906810 110.601780 ex
21235 68.964820 41.378610 110.795260 ex
21236 67.879530 39.197460 111.852860 ex
21237 68.282520 40.811850 107.761900 ex
21238 68.054550 43.408820 106.644920 ex
21239 66.300480 43.795680 104.298570 ex
21240 65.419760 43.864830 103.569770 ex
21241 67.743430 44.731070 101.466700 ex
21242 65.611300 44.777930 100.781370 ex
21243 64.518370 44.253740 102.431510 ex
21244 72.056800 42.245140 99.341240 ex
21245 71.276530 43.957400 98.966030 ex
21246 72.708220 41.647310 97.214980 ex
21247 72.232400 43.004490 96.685220 ex
21248 72.634170 40.916560 94.893890 ex
21249 72.335040 42.739940 95.258990 ex
21250 72.164220 41.963780 92.166780 ex
21251 72.251350 43.276790 85.399190 ex
21252 71.680260 42.852360 83.236870 ex
21253 71.820820 44.178380 83.977550 ex
21254 59.508060 39.657250 85.897430 ex
21255 69.250150 43.030330 81.633680 ex
21256 71.724400 49.959190 70.952400 ex
21257 69.366690 41.888650 80.349120 ex
21258 54.528590 39.225440 76.079140 ex
21259 61.988170 40.295210 70.216130 ex
21260 53.486340 40.876610 68.099480 ex
21261 68.596890 41.871560 112.282360 ex
21262 68.547520 43.643040 112.367100 ex
21263 67.800960 41.060380 113.240230 ex
21264 69.285870 42.147980 109.745650 ex
21265 68.966770 41.902910 108.363030 ex
21266 69.154510 43.601620 109.377220 ex
21267 68.835270 43.356540 107.993470 ex
21268 69.434570 44.548380 100.996530 ex
21269 69.673190 44.869420 99.536040 ex
21270 64.674680 45.035490 99.740300 ex
21271 62.617110 45.275440 99.304770 ex
21272 65.504030 45.744510 98.465530 ex
21273 68.927600 45.681710 98.142540 ex
21274 62.870910 45.677180 100.546410 ex
21275 62.636000 45.933810 97.965850 ex
21276 71.395530 44.073330 97.415370 ex
21277 70.306060 45.172570 96.745270 ex
21278 72.033070 43.626540 94.194480 ex
21279 72.012570 43.457870 92.649590 ex
21280 71.150420 44.913250 93.915030 ex
21281 71.129890 44.743510 92.371270 ex
21282 71.681180 43.403450 89.558250 ex
21283 71.212890 44.796300 89.546560 ex
21284 70.603820 45.274410 91.089110 ex
21285 71.340700 45.819350 88.171940 ex
21286 72.141790 43.824440 86.762080 ex
21287 72.058600 45.436760 86.772930 ex
21288 71.661560 45.837470 84.141860 ex
21289 69.080300 44.891100 82.181070 ex
21290 58.801370 39.676690 85.554470 ex
21291 67.612030 45.237190 81.934830 ex
21292 66.519520 43.560520 81.055850 ex
21293 71.532780 41.193340 78.063930 ex
21294 69.447360 43.563130 80.815050 ex
21295 53.491940 40.268080 75.886260 ex
21296 71.910820 40.677080 74.276800 ex
21297 71.952680 42.619530 74.726490 ex
21298 64.232190 39.973030 70.850770 ex
21299 64.963690 40.897750 69.442350 ex
21300 71.522360 40.898470 71.626370 ex
21301 70.736130 40.362160 69.894170 ex
21302 72.031450 42.747710 71.998260 ex
21303 66.284760 39.819020 69.350590 ex
21304 71.015170 41.338730 68.953620 ex
21305 67.995850 39.996170 68.756110 ex
21306 68.272180 40.956120 67.531750 ex
21307 68.143540 45.114200 106.304230 ex
21308 67.386350 46.117640 97.642920 ex
21309 67.042740 46.588090 95.783600 ex
21310 64.046770 45.926270 97.410220 ex
21311 65.141200 46.804490 95.144500 ex
21312 68.512700 46.464700 94.496830 ex
21313 64.027440 46.514730 95.949640 ex
21314 70.234710 45.482950 94.960010 ex
21315 69.367400 46.510510 91.246190 ex
21316 72.008890 46.548200 85.574350 ex
21317 70.579270 46.433170 83.385200 ex
21318 67.815160 46.961950 82.635870 ex
21319 68.051320 44.687310 81.501850 ex
21320 71.405310 42.636690 77.926510 ex
21321 71.183390 43.837450 79.107380 ex
21322 71.730250 43.224110 76.177130 ex
21323 54.572520 39.529560 72.370900 ex
21324 71.561720 42.901880 69.554720 ex
21325 70.706130 41.705270 67.517510 ex
21326 54.589060 39.821730 69.162620 ex
21327 66.343620 43.141680 115.883180 ex
21328 67.080910 42.822790 114.740870 ex
21329 66.445270 44.354290 116.949610 ex
21330 64.424630 43.182750 116.227030 ex
21331 67.985570 44.093860 113.799790 ex
21332 66.029350 41.671720 114.263050 ex
21333 67.775270 45.563880 114.490600 ex
21334 68.784070 44.604800 110.510440 ex
21335 67.217670 45.149330 104.871160 ex
21336 68.388960 46.626870 107.839090 ex
21337 66.647680 46.532240 104.846260 ex
21338 64.402030 45.292840 102.311850 ex
21339 65.190650 46.261010 103.674810 ex
21340 63.058010 46.296750 99.788120 ex
21341 62.616660 46.522270 96.505270 ex
21342 62.239190 46.694430 96.175680 ex
21343 65.170120 46.967920 95.080900 ex
21344 68.120380 46.835790 92.952970 ex
21345 66.664480 47.177970 92.480430 ex
21346 68.851890 46.805910 90.088020 ex
21347 69.510190 47.117430 89.895060 ex
21348 68.728170 47.528370 90.676080 ex
21349 71.301530 47.489420 87.644440 ex
21350 71.780710 48.084450 86.193730 ex
21351 70.139270 48.744730 84.322420 ex
21352 73.145300 56.095390 73.410530 ex
21353 70.612570 44.389180 80.408850 ex
21354 71.460290 45.330480 78.121580 ex
21355 70.757510 46.269900 81.061350 ex
21356 71.966240 43.405050 73.336230 ex
21357 71.575180 44.829570 76.378900 ex
21358 71.720710 44.863990 73.534530 ex
21359 71.791770 43.775630 70.867170 ex
21360 71.634230 45.183950 71.989030 ex
21361 71.252720 43.269510 68.118620 ex
21362 65.348840 42.019090 68.540330 ex
21363 66.946330 41.900290 67.224200 ex
21364 69.581620 41.766960 66.894800 ex
21365 55.077250 43.470490 68.264230 ex
21366 66.972270 45.506510 116.498120 ex
21367 64.526170 44.395360 117.293460 ex
21368 66.837870 46.901680 117.237250 ex
21369 63.819940 45.391950 118.003670 ex
21370 65.153620 47.003810 119.186910 ex
21371 61.759580 45.200280 117.561130 ex
21372 63.597950 42.841990 115.465710 ex
21373 67.912010 46.964930 114.007560 ex
21374 68.339390 46.198310 109.998980 ex
21375 68.772750 47.860830 108.227450 ex
21376 67.303270 46.991650 104.677360 ex
21377 64.662820 47.090010 103.752000 ex
21378 62.337900 46.434860 97.580200 ex
21379 63.007710 46.597440 96.136530 ex
21380 66.554630 47.180900 93.167750 ex
21381 67.019690 47.266580 92.243120 ex
21382 68.843440 48.927430 83.820460 ex
21383 44.495380 64.018550 94.787700 ex
21384 67.866610 46.484050 82.230780 ex
21385 71.610690 46.544210 78.572240 ex
21386 71.552070 45.683930 75.126560 ex
21387 71.055800 47.284940 75.290510 ex
21388 71.332130 46.456030 71.997360 ex
21389 71.192570 44.578880 68.053360 ex
21390 66.728950 43.091840 66.101540 ex
21391 69.361050 42.932000 65.740690 ex
21392 64.062780 48.296910 119.802310 ex
21393 66.310370 47.704510 118.605500 ex
21394 61.142110 46.376370 118.626090 ex
21395 60.830550 44.635260 115.768150 ex
21396 68.139630 47.665160 112.456200 ex
21397 67.910780 48.380020 115.638770 ex
21398 68.120280 47.408920 110.992840 ex
21399 68.314580 48.889290 112.702020 ex
21400 68.610630 48.401650 109.990940 ex
21401 68.866520 47.444000 82.591910 ex
21402 71.478750 46.931890 80.210550 ex
21403 74.579520 54.928910 75.737540 ex
21404 76.193980 54.587280 77.128380 ex
21405 71.625050 47.729360 77.934840 ex
21406 75.218780 54.540800 76.165010 ex
21407 70.922360 47.737050 73.705680 ex
21408 62.438030 46.026580 67.717050 ex
21409 70.958740 44.754140 66.705540 ex
21410 71.219580 46.156510 69.242480 ex
21411 65.432910 44.107100 66.629750 ex
21412 70.274690 44.154720 65.612090 ex
21413 70.834230 46.242330 66.722260 ex
21414 62.848740 47.762940 119.940870 ex
21415 64.781960 50.152640 119.922520 ex
21416 61.923880 47.163450 119.724000 ex
21417 61.603430 48.284550 120.029140 ex
21418 67.112040 49.178040 118.228060 ex
21419 60.904700 49.123990 119.383880 ex
21420 67.639540 48.375230 116.860940 ex
21421 59.342400 46.339540 118.214340 ex
21422 70.595560 48.014000 88.983190 ex
21423 71.163250 49.430450 89.188650 ex
21424 70.993380 49.684190 85.698470 ex
21425 70.939940 51.016540 86.689790 ex
21426 71.625950 48.690530 79.006100 ex
21427 71.756780 60.863380 83.825290 ex
21428 71.047580 48.218950 76.611890 ex
21429 70.634490 49.598180 76.860950 ex
21430 71.298150 60.623250 79.006860 ex
21431 70.937810 47.035030 68.031740 ex
21432 70.329750 46.446550 65.110420 ex
21433 66.674580 50.333070 118.929680 ex
21434 63.811610 51.127360 119.341890 ex
21435 67.552500 51.507020 118.064290 ex
21436 61.885370 50.534460 118.920410 ex
21437 59.302650 48.650100 118.966880 ex
21438 68.425790 49.334990 114.729630 ex
21439 65.906690 47.188120 104.088860 ex
21440 65.067290 46.720350 102.594700 ex
21441 68.432060 47.685140 92.012170 ex
21442 70.967810 49.791740 91.022540 ex
21443 71.712640 50.634260 88.140080 ex
21444 69.063580 52.520380 86.612590 ex
21445 75.632670 44.291340 71.636570 ex
21446 75.579000 44.966690 69.642470 ex
21447 63.484380 45.790760 66.429430 ex
21448 69.971050 48.010780 64.591280 ex
21449 68.892090 51.533720 116.393820 ex
21450 66.917370 52.677400 118.254990 ex
21451 65.069090 52.477100 118.540880 ex
21452 61.626430 51.290250 117.452490 ex
21453 60.296200 51.324950 116.699730 ex
21454 61.238500 51.994220 116.626920 ex
21455 58.580360 50.972070 117.676870 ex
21456 69.120790 49.522750 111.692120 ex
21457 71.817240 48.784770 102.522220 ex
21458 70.937280 48.965050 100.916520 ex
21459 71.356320 48.449000 104.317690 ex
21460 72.612790 50.119250 103.230170 ex
21461 69.802440 47.959080 100.632170 ex
21462 71.660430 50.774400 100.209020 ex
21463 69.081010 47.063050 102.012380 ex
21464 67.817890 46.484960 101.619040 ex
21465 68.970780 47.201160 103.913390 ex
21466 68.825570 47.871450 99.216140 ex
21467 67.691810 46.784490 99.926860 ex
21468 66.311060 46.819560 102.932670 ex
21469 65.620270 46.118750 100.826950 ex
21470 66.738050 46.516400 99.472750 ex
21471 64.614380 46.138720 99.861880 ex
21472 68.395980 49.265590 98.462440 ex
21473 66.403440 46.789240 97.927600 ex
21474 65.111330 46.318760 97.985220 ex
21475 67.068600 47.650330 96.819680 ex
21476 64.224780 46.640440 96.466660 ex
21477 67.709330 48.997560 97.214210 ex
21478 66.721940 47.508400 95.491530 ex
21479 68.552710 49.890240 95.844070 ex
21480 67.351210 47.672670 94.447410 ex
21481 68.740200 51.278010 95.573300 ex
21482 68.541250 48.707300 94.406540 ex
21483 67.505680 52.324400 95.993750 ex
21484 69.523490 51.825960 93.712000 ex
21485 69.157040 48.634080 92.895940 ex
21486 70.343090 49.735180 92.481860 ex
21487 70.369710 51.157480 92.939500 ex
21488 70.994420 51.214040 91.480180 ex
21489 71.064160 51.833740 88.766460 ex
21490 70.291400 52.214910 87.315060 ex
21491 69.976650 50.607730 111.912870 ex
21492 69.436270 49.292410 110.443270 ex
21493 70.835180 50.097930 109.481570 ex
21494 71.088110 51.159570 110.307820 ex
21495 71.008220 49.604960 107.993930 ex
21496 69.801410 51.150090 113.174960 ex
21497 71.486860 52.279290 109.968020 ex
21498 69.771390 48.257550 107.193280 ex
21499 72.098890 49.905900 106.998170 ex
21500 69.968190 47.905270 104.925670 ex
21501 72.747950 50.922330 106.417690 ex
21502 72.250180 49.102200 105.588410 ex
21503 72.899250 50.118650 105.009060 ex
21504 72.466960 52.231040 106.881120 ex
21505 72.494380 52.057730 103.010510 ex
21506 69.301740 50.844110 98.533740 ex
21507 70.541330 52.052210 90.271550 ex
21508 69.058960 53.188810 90.865180 ex
21509 68.441420 53.317050 87.808830 ex
21510 67.121310 53.725680 87.119730 ex
21511 73.638940 55.233180 64.106340 ex
21512 75.017690 57.946940 63.712340 ex
21513 69.056880 50.510810 114.981830 ex
21514 69.217430 52.894050 115.609570 ex
21515 69.950520 52.702440 113.774970 ex
21516 68.095590 53.483550 116.665080 ex
21517 69.837180 53.844040 112.586970 ex
21518 70.572590 53.639770 110.904530 ex
21519 72.043550 52.827250 108.607190 ex
21520 72.342370 53.486100 106.052950 ex
21521 72.361680 53.792380 104.601920 ex
21522 71.414570 54.752520 107.256760 ex
21523 72.421960 52.532610 101.596200 ex
21524 71.733660 55.429830 104.782590 ex
21525 72.420730 54.678810 101.946560 ex
21526 70.981860 51.611490 99.371330 ex
21527 66.349760 52.572730 97.048330 ex
21528 65.067700 53.619440 96.481590 ex
21529 66.821230 52.872960 97.159090 ex
21530 64.415520 53.932490 94.990980 ex
21531 64.793330 54.032940 96.517850 ex
21532 67.471450 53.280650 93.886980 ex
21533 64.922770 53.835960 93.636140 ex
21534 64.141040 54.345990 95.027240 ex
21535 66.368240 53.642030 93.044510 ex
21536 63.903400 54.456930 91.316370 ex
21537 68.665830 53.019120 92.846320 ex
21538 66.086010 53.960540 90.956640 ex
21539 68.328820 53.638360 89.770910 ex
21540 66.913930 54.008960 89.923770 ex
21541 66.349660 54.218750 88.281210 ex
21542 64.689830 54.434740 89.923010 ex
21543 64.865940 54.651680 88.095250 ex
21544 63.767090 54.614880 90.879650 ex
21545 64.275230 55.092510 86.636110 ex
21546 67.798800 54.410920 115.707440 ex
21547 68.807350 54.961920 113.463930 ex
21548 66.549600 54.652770 115.987370 ex
21549 66.217980 55.620450 114.693560 ex
21550 66.782220 56.060980 113.527040 ex
21551 64.666380 54.492750 115.934830 ex
21552 68.122390 55.644300 112.577350 ex
21553 67.990630 55.750370 110.918690 ex
21554 65.957370 56.550410 112.420500 ex
21555 70.384270 54.827830 109.722430 ex
21556 66.507150 56.276660 110.935060 ex
21557 68.906450 55.533910 109.600570 ex
21558 65.133990 56.401750 109.917910 ex
21559 65.635070 55.940170 108.579380 ex
21560 63.795270 57.202310 110.936790 ex
21561 64.561310 57.171500 112.522790 ex
21562 71.312160 54.294780 108.607540 ex
21563 67.924160 55.598650 108.279530 ex
21564 64.433690 55.621260 107.644640 ex
21565 62.536780 55.912730 107.803890 ex
21566 64.854470 55.640070 106.191640 ex
21567 62.155970 55.575280 106.496650 ex
21568 61.128650 56.869450 108.258200 ex
21569 68.558660 56.022000 107.170020 ex
21570 60.674740 55.897120 106.022860 ex
21571 63.349740 55.685390 105.570260 ex
21572 59.762090 56.569980 106.949100 ex
21573 60.363230 56.117370 104.525470 ex
21574 70.330720 55.850760 106.725270 ex
21575 70.630580 56.221800 105.703270 ex
21576 67.377320 56.575950 106.119840 ex
21577 69.435600 57.383470 105.260640 ex
21578 71.380090 56.603200 103.910050 ex
21579 65.847670 56.475980 105.676910 ex
21580 67.954400 57.566390 105.233590 ex
21581 65.593110 57.650310 104.472900 ex
21582 63.164960 56.743060 104.503700 ex
21583 71.163440 53.432230 98.727860 ex
21584 69.483330 52.664860 97.890270 ex
21585 62.873670 55.705650 86.582930 ex
21586 58.257670 54.989540 123.457620 ex
21587 58.646890 53.859960 122.299250 ex
21588 56.928370 55.571060 123.961680 ex
21589 59.812110 55.875910 123.350720 ex
21590 60.216320 53.654440 121.810120 ex
21591 60.448400 53.064590 120.339210 ex
21592 60.877310 54.948720 122.294060 ex
21593 57.906720 53.546850 121.108220 ex
21594 62.565740 53.223580 119.640150 ex
21595 61.579750 52.729660 119.406490 ex
21596 63.518620 53.777870 118.336750 ex
21597 62.593470 54.299650 120.597330 ex
21598 59.082800 52.980520 119.788340 ex
21599 60.704450 52.227040 117.619300 ex
21600 58.883600 52.681350 118.101730 ex
21601 64.251400 54.613830 116.482680 ex
21602 63.546360 54.853950 119.293920 ex
21603 64.438660 56.471850 115.932580 ex
21604 64.998100 53.525090 117.229770 ex
21605 64.021720 57.413480 114.320500 ex
21606 62.193450 57.960150 110.845160 ex
21607 60.922660 57.798490 109.345870 ex
21608 58.722220 56.899520 106.449770 ex
21609 58.138310 56.895460 104.714540 ex
21610 58.106870 57.970850 107.280930 ex
21611 58.865500 56.786210 103.717600 ex
21612 57.235760 58.233920 104.338930 ex
21613 61.659570 56.853220 103.933820 ex
21614 58.690020 57.817390 102.238960 ex
21615 71.818690 56.431260 102.863620 ex
21616 70.027670 57.885150 104.268680 ex
21617 72.382210 54.782410 100.657070 ex
21618 71.905460 57.325170 101.845210 ex
21619 71.828160 54.313130 99.067350 ex
21620 72.378020 56.135140 100.628140 ex
21621 71.780660 55.549500 98.209520 ex
21622 61.800010 55.623700 87.262390 ex
21623 62.988070 57.046830 83.275930 ex
21624 57.102110 57.228410 124.632370 ex
21625 55.721930 55.091150 123.186490 ex
21626 59.699000 57.333310 123.544540 ex
21627 61.986040 55.257350 121.576660 ex
21628 62.279480 56.604420 120.951020 ex
21629 56.505470 54.210260 120.559160 ex
21630 63.247680 56.066820 119.265380 ex
21631 57.478870 52.938590 117.705500 ex
21632 63.407110 56.849850 117.758110 ex
21633 62.631860 58.279440 114.286510 ex
21634 61.569630 58.796390 112.397170 ex
21635 59.033990 59.167640 109.636420 ex
21636 57.131220 58.673340 105.977220 ex
21637 58.031680 59.101780 108.598560 ex
21638 69.309010 58.981840 103.497010 ex
21639 66.873440 58.240270 104.354920 ex
21640 64.415130 57.872100 103.922200 ex
21641 61.535250 58.133190 102.778870 ex
21642 72.447370 56.380870 99.220620 ex
21643 71.763700 58.415470 101.527970 ex
21644 64.280370 58.971690 103.062010 ex
21645 68.657890 53.324570 96.981190 ex
21646 62.905880 59.122650 102.489690 ex
21647 60.063330 58.428540 101.893000 ex
21648 57.432520 58.630790 101.287160 ex
21649 62.898390 55.610240 87.054450 ex
21650 58.318310 58.104290 124.322120 ex
21651 56.019660 57.815720 124.997710 ex
21652 60.331190 58.197070 122.640210 ex
21653 62.418960 58.029420 117.486140 ex
21654 62.060540 58.517390 115.626620 ex
21655 60.804380 59.225770 115.334300 ex
21656 60.225490 59.511710 112.592950 ex
21657 67.635950 59.152960 103.610300 ex
21658 71.034260 59.639500 101.752520 ex
21659 72.318240 57.900480 99.753070 ex
21660 70.018830 59.816750 102.344530 ex
21661 65.440340 60.033200 102.402330 ex
21662 62.997890 60.259950 101.310220 ex
21663 60.367850 59.748020 100.596220 ex
21664 71.732980 55.876200 96.573080 ex
21665 69.448830 54.528120 95.817530 ex
21666 66.135710 54.094820 96.373600 ex
21667 66.680410 54.250750 94.642770 ex
21668 65.140280 54.292310 93.837490 ex
21669 68.156750 54.231330 94.263490 ex
21670 65.339610 54.177190 91.943900 ex
21671 58.505110 59.482160 123.782170 ex
21672 60.657450 58.338660 121.204970 ex
21673 61.384740 57.895850 120.427000 ex
21674 59.820810 59.597620 120.592600 ex
21675 61.364690 58.537820 118.469400 ex
21676 60.079700 59.552170 118.040220 ex
21677 60.031660 59.703130 114.188840 ex
21678 59.877810 59.751040 116.763520 ex
21679 58.792850 60.487370 114.685960 ex
21680 58.961480 60.044640 111.332630 ex
21681 57.338010 60.420080 108.388170 ex
21682 67.024690 60.042080 102.620870 ex
21683 71.611520 60.533560 100.418400 ex
21684 68.566190 60.694180 101.786140 ex
21685 64.592870 60.814210 101.210870 ex
21686 72.307520 58.631250 98.900190 ex
21687 72.625740 58.219220 97.161090 ex
21688 72.330230 60.041390 99.340950 ex
21689 61.931790 60.589990 100.303750 ex
21690 59.234010 60.078860 99.527210 ex
21691 72.463380 57.023740 96.106440 ex
21692 70.891320 55.074920 95.429660 ex
21693 72.440040 57.346430 94.635820 ex
21694 72.388890 59.335370 96.445260 ex
21695 62.285160 61.591680 98.318360 ex
21696 59.752280 61.032110 98.387180 ex
21697 72.241730 56.581360 93.229640 ex
21698 72.332960 58.810920 94.998620 ex
21699 70.685040 54.885190 93.603920 ex
21700 68.899250 54.221720 92.945170 ex
21701 71.435260 55.355000 92.691190 ex
21702 67.622250 54.126010 91.430860 ex
21703 71.032420 55.063560 90.943090 ex
21704 68.166020 54.164510 89.939390 ex
21705 69.752130 54.421700 89.770390 ex
21706 71.538400 56.345280 90.441240 ex
21707 69.784240 54.692170 88.066180 ex
21708 66.411870 54.417890 88.495950 ex
21709 64.295580 54.818160 88.922040 ex
21710 68.962580 54.369180 86.813670 ex
21711 70.192070 56.239580 88.151380 ex
21712 63.231260 55.393810 87.950480 ex
21713 69.370410 55.917690 86.900000 ex
21714 63.802640 55.533010 86.404700 ex
21715 55.887550 59.258270 125.458400 ex
21716 56.580340 60.596690 125.034480 ex
21717 54.112340 59.388540 125.979920 ex
21718 59.467790 59.409130 122.773560 ex
21719 59.354160 60.072510 121.711710 ex
21720 58.651370 61.271580 121.562630 ex
21721 59.263420 60.168080 119.386590 ex
21722 58.538330 61.329010 119.991100 ex
21723 58.609900 60.636460 116.351990 ex
21724 58.056390 61.139400 112.011380 ex
21725 58.082000 61.389630 113.768830 ex
21726 68.595160 61.369530 100.562130 ex
21727 71.991310 60.736960 98.174530 ex
21728 70.625080 61.387250 99.786390 ex
21729 70.761020 61.589170 98.656760 ex
21730 67.445520 61.851160 99.617310 ex
21731 64.881500 61.510630 99.471930 ex
21732 71.731650 60.444050 97.017930 ex
21733 69.347130 61.815100 97.418000 ex
21734 70.307860 61.234070 96.243920 ex
21735 61.239380 61.704030 97.469670 ex
21736 72.047710 57.305580 91.797350 ex
21737 71.594350 58.769120 92.328410 ex
21738 70.665970 57.250830 89.353740 ex
21739 65.297360 55.769300 83.947170 ex
21740 69.069990 55.528590 84.499890 ex
21741 57.788460 60.647570 123.946280 ex
21742 57.926360 61.895990 116.850500 ex
21743 66.120920 61.862250 98.883860 ex
21744 68.061540 62.095890 97.602810 ex
21745 63.639880 61.956970 97.585900 ex
21746 71.681180 59.510470 94.123500 ex
21747 70.814390 59.438990 91.473730 ex
21748 58.047300 61.773640 122.789700 ex
21749 58.092360 62.265650 118.840640 ex
21750 75.688000 53.180860 83.153860 ex
21751 67.556440 120.632600 47.779650 ex
21752 68.223900 122.858590 50.431650 ex
21753 67.141400 121.418460 46.255730 ex
21754 67.038690 121.849010 44.243550 ex
21755 66.756670 122.539480 46.578680 ex
21756 66.653970 122.970020 44.566390 ex
21757 67.283220 123.451360 48.228490 ex
21758 67.149080 124.059370 44.159750 ex
21759 69.410940 125.421830 53.171060 ex
21760 68.858080 123.519800 51.490930 ex
21761 68.824700 125.206460 51.506030 ex
21762 67.066580 125.027740 46.971440 ex
21763 67.035230 125.204120 44.914990 ex
21764 68.564270 126.049100 42.635130 ex
21765 69.241020 127.341290 54.311940 ex
21766 68.126130 126.720750 50.757230 ex
21767 67.394560 126.647950 48.637960 ex
21768 67.905370 126.515850 44.048670 ex
21769 67.243720 127.969640 47.041340 ex
21770 67.785870 127.661150 44.508610 ex
21771 69.497240 123.733940 60.979990 ex
21772 68.193190 128.453370 51.514640 ex
21773 67.504340 129.541510 47.390790 ex
21774 68.649060 128.848710 43.603720 ex
21775 67.603470 131.227940 48.390090 ex
21776 67.976240 130.395340 45.590160 ex
21777 68.578920 130.012110 44.335930 ex
21778 68.880250 129.862550 41.875750 ex
21779 70.878010 118.785250 80.540980 ex
21780 70.918660 123.774520 69.619320 ex
21781 70.738510 124.318370 70.187460 ex
21782 70.869160 124.338520 68.167610 ex
21783 69.264700 124.421000 62.364040 ex
21784 70.700280 126.271810 68.123280 ex
21785 70.624920 126.293890 66.667140 ex
21786 70.156740 124.802130 65.652950 ex
21787 69.596720 125.174110 64.506210 ex
21788 70.934360 129.932380 74.068180 ex
21789 70.313430 127.411280 69.550850 ex
21790 70.583800 128.017720 66.306090 ex
21791 75.493640 132.333340 74.451860 ex
21792 71.186430 122.302430 88.013550 ex
21793 77.417620 132.036490 73.858060 ex
21794 76.349660 131.978360 74.929470 ex
21795 68.297290 130.816660 57.537860 ex
21796 68.721750 128.858540 53.404340 ex
21797 69.965550 117.324790 68.305520 ex
21798 71.693890 122.084760 81.737760 ex
21799 71.397000 123.333790 80.108360 ex
21800 71.031290 123.124430 78.690250 ex
21801 67.777870 130.754820 50.237710 ex
21802 68.443050 133.293120 47.106880 ex
21803 68.790980 132.194280 45.229440 ex
21804 69.112250 131.533620 42.952290 ex
21805 68.378220 138.219600 55.421910 ex
21806 71.939250 136.812090 56.606310 ex
21807 71.289880 135.018570 56.101720 ex
21808 71.307520 132.746660 72.272680 ex
21809 72.988860 134.377710 73.667200 ex
21810 72.045100 136.884870 73.646200 ex
21811 71.365580 134.192840 58.260380 ex
21812 68.057650 131.305600 56.205630 ex
21813 67.203350 132.368980 55.491870 ex
21814 67.463020 131.543610 53.634620 ex
21815 70.696110 115.078520 80.474630 ex
21816 70.403300 115.870130 78.694220 ex
21817 76.525210 122.901210 82.732750 ex
